                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.2467,                0.76857,                0.95941,                0.66898,                0.41142,                0.45228,                0.25602,                 1.2106,                0.70652,                0.93589,               0.003268,               0.003268,               0.003268
                     36,                 1.2453,                0.76643,                0.96053,                0.66878,                0.41106,                0.45301,                0.25685,                 1.2099,                 0.7058,                0.93545,                0.00307,                0.00307,                0.00307
                     37,                 1.2404,                0.76255,                 0.9587,                0.66684,                0.41107,                 0.4532,                  0.257,                  1.209,                0.70525,                0.93501,               0.002872,               0.002872,               0.002872
                     38,                 1.2381,                0.76036,                0.95838,                0.67106,                0.40941,                0.45412,                0.25743,                 1.2083,                0.70462,                0.93461,               0.002674,               0.002674,               0.002674
                     39,                 1.2367,                0.75763,                0.95686,                0.67193,                0.41056,                0.45523,                0.25813,                 1.2076,                0.70411,                0.93419,               0.002476,               0.002476,               0.002476
                     40,                  1.268,                0.75724,                0.95957,                0.67118,                0.41128,                0.45585,                0.25851,                  1.207,                0.70389,                0.93386,               0.002278,               0.002278,               0.002278
                     41,                 1.2648,                0.75282,                 0.9582,                0.66901,                0.41182,                0.45641,                0.25893,                 1.2063,                0.70383,                0.93352,                0.00208,                0.00208,                0.00208
                     42,                   1.26,                0.74878,                0.95587,                 0.6698,                0.41031,                0.45663,                0.25906,                 1.2056,                0.70372,                0.93314,               0.001882,               0.001882,               0.001882
                     43,                 1.2571,                0.74399,                0.95465,                0.67585,                0.40849,                0.45734,                0.25928,                  1.205,                0.70343,                0.93272,               0.001684,               0.001684,               0.001684
                     44,                 1.2522,                0.73992,                0.95344,                0.68059,                0.40702,                0.45813,                0.25986,                 1.2044,                0.70343,                0.93232,               0.001486,               0.001486,               0.001486
                     45,                 1.2506,                  0.736,                0.95255,                 0.6737,                0.41061,                0.45878,                0.26003,                 1.2039,                0.70327,                0.93203,               0.001288,               0.001288,               0.001288
                     46,                 1.2467,                0.73133,                0.95164,                0.67232,                0.41199,                0.45905,                0.26026,                 1.2034,                 0.7031,                0.93171,                0.00109,                0.00109,                0.00109
                     47,                 1.2419,                0.72649,                0.94949,                0.67206,                0.41261,                0.45959,                0.26048,                  1.203,                0.70283,                0.93143,               0.000892,               0.000892,               0.000892
                     48,                 1.2387,                0.72239,                0.94794,                 0.6707,                0.41495,                0.46012,                0.26114,                 1.2026,                0.70259,                0.93111,               0.000694,               0.000694,               0.000694
                     49,                 1.2353,                0.71819,                0.94687,                  0.674,                0.41519,                0.46079,                0.26167,                 1.2023,                0.70223,                0.93072,               0.000496,               0.000496,               0.000496
