                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.2533,                0.77724,                0.96306,                0.67108,                0.41583,                0.45754,                0.25861,                 1.2069,                 0.7024,                0.93596,              0.0052188,              0.0052188,              0.0052188
                     47,                 1.2509,                0.77555,                0.96217,                0.67373,                0.41362,                 0.4575,                0.25888,                 1.2064,                0.70199,                0.93575,              0.0051125,              0.0051125,              0.0051125
                     48,                 1.2511,                 0.7757,                0.96249,                0.66993,                0.41524,                0.45768,                0.25906,                 1.2059,                0.70159,                 0.9356,              0.0050063,              0.0050063,              0.0050063
                     49,                 1.2507,                0.77435,                0.96202,                0.66895,                0.41531,                0.45772,                0.25931,                 1.2055,                0.70133,                0.93546,                 0.0049,                 0.0049,                 0.0049
                     50,                 1.2507,                0.77401,                 0.9613,                0.66898,                0.41645,                0.45812,                0.25949,                  1.205,                0.70098,                0.93524,              0.0047938,              0.0047938,              0.0047938
                     51,                  1.247,                0.77069,                0.96029,                0.67089,                0.41663,                0.45862,                0.25966,                 1.2046,                0.70082,                 0.9351,              0.0046875,              0.0046875,              0.0046875
                     52,                 1.2474,                0.77016,                0.96063,                0.66978,                0.41638,                0.45863,                0.25995,                 1.2041,                0.70048,                 0.9349,              0.0045813,              0.0045813,              0.0045813
                     53,                 1.2453,                0.76954,                0.96031,                0.66935,                0.41611,                0.45874,                0.26014,                 1.2037,                0.70021,                 0.9347,               0.004475,               0.004475,               0.004475
                     54,                 1.2451,                0.76858,                0.95987,                0.66908,                0.41708,                0.45911,                0.26031,                 1.2033,                0.69995,                0.93453,              0.0043688,              0.0043688,              0.0043688
                     55,                 1.2431,                0.76646,                0.95876,                0.67145,                0.41586,                0.45944,                0.26062,                  1.203,                0.69973,                0.93435,              0.0042625,              0.0042625,              0.0042625
                     56,                  1.243,                0.76692,                0.95895,                0.66949,                0.41555,                0.45916,                0.26093,                 1.2026,                0.69978,                0.93414,              0.0041563,              0.0041563,              0.0041563
                     57,                 1.2418,                0.76428,                0.95873,                0.67049,                0.41547,                0.45969,                0.26112,                 1.2023,                0.69984,                  0.934,                0.00405,                0.00405,                0.00405
                     58,                 1.2407,                0.76329,                0.95741,                0.67301,                0.41453,                0.45998,                 0.2612,                 1.2018,                0.69972,                0.93378,              0.0039438,              0.0039438,              0.0039438
                     59,                 1.2392,                0.76239,                0.95743,                0.67216,                0.41455,                0.46032,                0.26149,                 1.2015,                0.69975,                0.93356,              0.0038375,              0.0038375,              0.0038375
                     60,                  1.238,                0.76048,                0.95727,                0.67549,                0.41453,                0.46068,                0.26171,                 1.2011,                0.69976,                0.93337,              0.0037312,              0.0037312,              0.0037312
                     61,                 1.2353,                0.75851,                0.95604,                0.67716,                0.41382,                0.46094,                0.26193,                 1.2007,                0.69983,                0.93322,               0.003625,               0.003625,               0.003625
                     62,                 1.2359,                0.75723,                0.95611,                0.67861,                 0.4136,                0.46123,                0.26195,                 1.2003,                0.69995,                0.93304,              0.0035188,              0.0035188,              0.0035188
                     63,                 1.2356,                0.75717,                0.95553,                0.67693,                0.41459,                0.46158,                0.26224,                 1.2001,                0.70003,                0.93285,              0.0034125,              0.0034125,              0.0034125
                     64,                  1.233,                0.75507,                0.95502,                0.67686,                0.41396,                0.46149,                0.26249,                 1.1997,                0.70028,                 0.9327,              0.0033063,              0.0033063,              0.0033063
                     65,                 1.2321,                0.75325,                 0.9541,                0.67785,                0.41431,                0.46175,                0.26279,                 1.1993,                0.70035,                0.93252,                 0.0032,                 0.0032,                 0.0032
                     66,                 1.2301,                0.75232,                0.95342,                0.68005,                0.41406,                0.46158,                 0.2629,                 1.1989,                0.70063,                0.93228,              0.0030937,              0.0030937,              0.0030937
                     67,                 1.2285,                 0.7507,                0.95379,                0.67836,                0.41425,                0.46201,                0.26319,                 1.1986,                 0.7009,                0.93212,              0.0029875,              0.0029875,              0.0029875
                     68,                 1.2283,                0.74991,                0.95285,                0.67859,                0.41337,                0.46218,                0.26315,                 1.1983,                0.70107,                0.93193,              0.0028812,              0.0028812,              0.0028812
                     69,                 1.2274,                0.74845,                0.95239,                0.67777,                0.41436,                0.46226,                0.26338,                 1.1979,                0.70125,                0.93172,               0.002775,               0.002775,               0.002775
                     70,                 1.2623,                0.75221,                0.95651,                0.68072,                0.41236,                0.46217,                 0.2636,                 1.1977,                0.70215,                0.93154,              0.0026687,              0.0026687,              0.0026687
                     71,                 1.2592,                0.74775,                  0.955,                0.68015,                0.41246,                 0.4622,                0.26366,                 1.1975,                 0.7029,                0.93133,              0.0025625,              0.0025625,              0.0025625
                     72,                 1.2582,                0.74699,                0.95524,                0.68077,                0.41117,                0.46202,                0.26393,                 1.1971,                0.70374,                0.93117,              0.0024563,              0.0024563,              0.0024563
                     73,                 1.2545,                0.74372,                0.95398,                0.68246,                0.41074,                0.46223,                0.26391,                 1.1969,                0.70456,                0.93102,                0.00235,                0.00235,                0.00235
                     74,                 1.2528,                0.74169,                0.95377,                0.68303,                0.41195,                0.46246,                0.26424,                 1.1967,                0.70549,                0.93098,              0.0022438,              0.0022438,              0.0022438
                     75,                 1.2518,                0.73948,                0.95263,                0.68472,                0.41132,                0.46238,                0.26423,                 1.1966,                0.70641,                0.93087,              0.0021375,              0.0021375,              0.0021375
                     76,                 1.2491,                0.73703,                0.95185,                0.68091,                0.41136,                0.46236,                0.26417,                 1.1965,                0.70737,                0.93077,              0.0020313,              0.0020313,              0.0020313
                     77,                 1.2477,                0.73496,                0.95125,                0.68157,                0.41092,                 0.4622,                0.26413,                 1.1963,                0.70832,                0.93063,               0.001925,               0.001925,               0.001925
                     78,                 1.2459,                0.73203,                0.95016,                0.68187,                0.41109,                 0.4622,                0.26414,                 1.1962,                0.70916,                0.93048,              0.0018187,              0.0018187,              0.0018187
                     79,                 1.2435,                0.73056,                0.94926,                0.67882,                  0.411,                0.46145,                0.26408,                 1.1962,                0.71011,                0.93041,              0.0017125,              0.0017125,              0.0017125
