                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 1.3183,                 0.8467,                0.98789,                0.63372,                0.37127,                0.40574,                0.22649,                 1.2421,                0.75657,                0.95729,                0.02476,                0.02476,                0.02476
                     40,                 1.3545,                0.85554,                0.99468,                0.63026,                0.36999,                0.40494,                0.22617,                  1.242,                0.75918,                0.95746,                0.02278,                0.02278,                0.02278
                     41,                 1.3503,                0.84938,                0.99275,                0.62624,                0.36811,                0.40314,                0.22557,                 1.2421,                0.76213,                0.95763,                 0.0208,                 0.0208,                 0.0208
                     42,                 1.3417,                0.84109,                0.98921,                0.62871,                0.36649,                0.40188,                0.22505,                 1.2425,                0.76572,                0.95789,                0.01882,                0.01882,                0.01882
                     43,                 1.3342,                0.83252,                0.98603,                0.62741,                0.36405,                0.40009,                0.22434,                  1.243,                0.77016,                0.95825,                0.01684,                0.01684,                0.01684
                     44,                 1.3266,                0.82453,                0.98317,                0.62909,                0.36156,                0.39761,                0.22314,                  1.244,                0.77595,                0.95879,                0.01486,                0.01486,                0.01486
                     45,                  1.319,                0.81488,                0.98045,                0.52987,                0.35679,                0.39456,                0.22177,                 1.2455,                0.78324,                0.95954,                0.01288,                0.01288,                0.01288
                     46,                 1.3102,                 0.8061,                0.97734,                0.52372,                0.35374,                0.39104,                0.22007,                 1.2474,                0.79268,                0.96056,                 0.0109,                 0.0109,                 0.0109
                     47,                 1.3005,                0.79447,                0.97323,                0.62014,                0.34886,                0.38586,                0.21803,                 1.2505,                0.80438,                  0.962,                0.00892,                0.00892,                0.00892
                     48,                 1.2885,                0.78203,                0.96912,                0.51667,                0.34247,                 0.3796,                0.21495,                 1.2544,                0.81996,                0.96382,                0.00694,                0.00694,                0.00694
                     49,                 1.2777,                0.76856,                0.96535,                0.51502,                0.33529,                0.37201,                 0.2112,                 1.2594,                0.83852,                0.96615,                0.00496,                0.00496,                0.00496
