                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.2915,                0.81986,                0.97782,                0.55276,                 0.3908,                0.42767,                0.23959,                 1.2382,                 0.7398,                0.94735,               0.007228,               0.007228,               0.007228
                     16,                 1.2884,                0.81515,                0.97649,                0.64529,                 0.3943,                0.43123,                0.24099,                 1.2336,                0.73617,                0.94553,                0.00703,                0.00703,                0.00703
                     17,                 1.2867,                0.81275,                0.97513,                0.67182,                0.38672,                0.43437,                 0.2439,                 1.2295,                0.73064,                0.94462,               0.006832,               0.006832,               0.006832
                     18,                  1.281,                  0.809,                0.97399,                0.66499,                0.39279,                  0.437,                0.24491,                 1.2259,                0.72675,                 0.9431,               0.006634,               0.006634,               0.006634
                     19,                 1.2796,                0.80649,                0.97336,                0.65761,                0.39785,                0.43859,                0.24594,                 1.2247,                0.72468,                0.94257,               0.006436,               0.006436,               0.006436
                     20,                 1.2774,                0.80421,                0.97227,                0.66249,                0.39416,                0.44007,                0.24648,                 1.2231,                0.72172,                0.94216,               0.006238,               0.006238,               0.006238
                     21,                 1.2742,                 0.7996,                0.97054,                0.66671,                0.39742,                0.44106,                0.24796,                 1.2204,                0.71918,                0.94036,                0.00604,                0.00604,                0.00604
                     22,                  1.273,                0.79844,                0.97084,                0.56491,                0.39865,                0.44307,                0.24941,                 1.2194,                 0.7176,                0.94003,               0.005842,               0.005842,               0.005842
                     23,                 1.2708,                0.79678,                0.96985,                0.66256,                0.40525,                0.44487,                0.25128,                 1.2175,                0.71517,                0.93929,               0.005644,               0.005644,               0.005644
                     24,                 1.2685,                0.79242,                0.96904,                0.66472,                0.40505,                0.44739,                 0.2526,                 1.2166,                0.71297,                0.93902,               0.005446,               0.005446,               0.005446
                     25,                  1.265,                0.79037,                0.96787,                 0.6689,                0.40321,                0.44718,                0.25264,                 1.2155,                0.71152,                0.93864,               0.005248,               0.005248,               0.005248
                     26,                 1.2623,                0.78731,                0.96713,                0.66181,                0.41008,                0.44907,                0.25327,                 1.2141,                0.71051,                0.93825,                0.00505,                0.00505,                0.00505
                     27,                 1.2623,                 0.7855,                0.96636,                 0.6633,                0.40816,                0.44986,                0.25411,                 1.2128,                0.70924,                0.93749,               0.004852,               0.004852,               0.004852
                     28,                 1.2592,                0.78282,                0.96507,                0.67064,                0.40578,                0.45074,                0.25436,                  1.212,                0.70804,                0.93697,               0.004654,               0.004654,               0.004654
                     29,                 1.2579,                0.78136,                0.96465,                0.66794,                0.40721,                0.45236,                0.25555,                 1.2111,                0.70731,                0.93644,               0.004456,               0.004456,               0.004456
                     30,                 1.2553,                 0.7783,                0.96358,                0.66773,                0.40817,                0.45265,                0.25614,                 1.2103,                0.70638,                0.93605,               0.004258,               0.004258,               0.004258
                     31,                 1.2519,                0.77588,                0.96287,                0.67117,                 0.4086,                0.45356,                0.25658,                 1.2099,                0.70571,                0.93576,                0.00406,                0.00406,                0.00406
                     32,                 1.2491,                0.77352,                0.96137,                0.67206,                0.40752,                0.45347,                0.25707,                 1.2095,                0.70496,                0.93556,               0.003862,               0.003862,               0.003862
                     33,                 1.2448,                0.76995,                0.96022,                0.67181,                0.40784,                0.45408,                0.25744,                 1.2088,                0.70437,                0.93526,               0.003664,               0.003664,               0.003664
                     34,                 1.2469,                0.76951,                0.96004,                0.66962,                0.40845,                0.45421,                0.25779,                 1.2084,                0.70385,                0.93494,               0.003466,               0.003466,               0.003466
                     35,                 1.2439,                0.76571,                0.95844,                0.66872,                0.40873,                0.45475,                0.25817,                  1.208,                0.70337,                0.93473,               0.003268,               0.003268,               0.003268
                     36,                 1.2428,                 0.7635,                  0.959,                0.66613,                0.41096,                0.45507,                0.25829,                 1.2076,                0.70285,                0.93454,                0.00307,                0.00307,                0.00307
                     37,                 1.2363,                0.75874,                0.95669,                0.66765,                0.41059,                0.45502,                0.25858,                 1.2072,                0.70235,                0.93422,               0.002872,               0.002872,               0.002872
                     38,                 1.2347,                0.75613,                0.95675,                 0.6662,                0.40989,                0.45499,                0.25878,                 1.2068,                0.70195,                0.93396,               0.002674,               0.002674,               0.002674
                     39,                 1.2337,                0.75406,                0.95537,                0.66643,                 0.4109,                0.45548,                0.25914,                 1.2063,                0.70156,                0.93376,               0.002476,               0.002476,               0.002476
                     40,                 1.2652,                0.75406,                0.95873,                0.67003,                0.40968,                0.45574,                0.25933,                 1.2059,                0.70131,                0.93361,               0.002278,               0.002278,               0.002278
                     41,                 1.2614,                0.74936,                0.95752,                0.67107,                0.40973,                0.45584,                0.25965,                 1.2054,                 0.7011,                0.93341,                0.00208,                0.00208,                0.00208
                     42,                 1.2568,                0.74532,                0.95521,                0.67465,                0.40862,                 0.4562,                0.25994,                 1.2047,                0.70094,                0.93313,               0.001882,               0.001882,               0.001882
                     43,                 1.2537,                0.74021,                0.95489,                 0.6741,                0.41086,                0.45714,                0.26032,                 1.2042,                0.70085,                0.93299,               0.001684,               0.001684,               0.001684
                     44,                 1.2505,                0.73713,                0.95275,                0.67256,                0.41199,                0.45745,                0.26063,                 1.2037,                 0.7008,                0.93279,               0.001486,               0.001486,               0.001486
                     45,                 1.2481,                 0.7324,                0.95212,                0.67441,                 0.4113,                0.45804,                0.26103,                 1.2032,                0.70101,                0.93258,               0.001288,               0.001288,               0.001288
                     46,                 1.2431,                0.72925,                0.95138,                0.67117,                0.41162,                 0.4577,                0.26122,                 1.2029,                0.70117,                0.93244,                0.00109,                0.00109,                0.00109
                     47,                 1.2398,                0.72409,                0.94899,                0.67523,                0.41003,                0.45791,                0.26152,                 1.2026,                 0.7012,                0.93224,               0.000892,               0.000892,               0.000892
                     48,                 1.2354,                0.71891,                0.94763,                0.67513,                0.41099,                0.45881,                0.26189,                 1.2021,                0.70136,                0.93198,               0.000694,               0.000694,               0.000694
                     49,                 1.2315,                0.71429,                0.94711,                0.67938,                0.40975,                0.45946,                0.26226,                 1.2017,                0.70142,                0.93181,               0.000496,               0.000496,               0.000496
